,Product URL,Product Name,Price,Rating,Number of reviews,Description,ASIN,Product Description,Manufacturer
113,https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_49_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1675322926&sprefix=ba%2Caps%252&sr=8-49-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,"Buy FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric) at Amazon.in","1,499",4.4 out of 5,292 with reviews,"PRACTICAL AND ELEGANT:Made with Oxford Fabric, a stylish laptop bag for daily travel and short trips; Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Travel Backpacks; Special Features: Laptop Compartment Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Travel Backpacks Water Resistance Level: Water Resistant; Compartment Description: Greater Than 17 Inches",B084LF4RT5,"FATMUG Retric Convertible Laptop Bag FATMUG Retric Convertible Laptop Bag At Fatmug Designs, our prime focus is quality and convenience. Crafted with the premium oxford fabric and sturdy hardware, FATMUG Retric Convertible Laptop Bag is a practical and stylish unisex bag. This multifunctional convertible laptop briefcase bag features top carry handles, a detachable sling and two hidden adjustable shoulder straps easily converts it into a backpack as and when required. Stay Organized at all times Main Back Compartment Thoughtfully designed spacious main compartment with dedicated space for Laptop, tablet and other important documents. Main Front Compartment Neatly designed main front compartment of the bag has dedicated space for books/notebooks/diary and brackets for pen to keep everything organized. Spacious Outer Zippers 6 spacious outer zipper pockets ensure you have enough space and easy access to all your frequently needed items. Features of FATMUG Retric Convertible Laptop Bag Hidable Backpack Straps The backpack straps and handles can be hidden to convert it into a messenger/satchel bag as per need and convenience. Strong Detachable Dog Hooks Tested for 30 kgs of weight, these robust dog hooks make the straps hide-able and convert the bag to a briefcase when needed Smart Retractable Handles Retractable handles stay flat on the surface when not needed. The handles on the top and the side give you the option of carrying the bag vertically or horizontally like a briefcase Smooth, Stylish and Quality Zippers Smooth durable zippers allow easy access to inside things without getting stuck and are built to last a lifetime Multipurpose Design Daily Use Laptop Bagpack The Fabric of the bag has water and wind-resisting properties as well as prevents accumulation of dirt between fibers making it ideal for daily rough use Office Use Multiple pockets to organise your stuff with all Laptop sizes easily fitting into the main compartment and the rich texture of the bag makes it a quintessential office bag Business Trips With focus on utility, space and style, this can be your ideal business trip bag or for other weekender/overnight journeys. FATMUG Convertible Laptop Backpack FATMUG Crossbody Bagpack FATMUG NewGen Tech Bagpack FATMUG Sling Buddy Messenger Bag FATMUG Foldable Bagpack Capacity 20 Litres 20 Litres 22 Litres 9 Litres 25 Litres Dimensions 41.9 x 31.7 x 14 cm 48 x 30 x 14 cm 48.2 x 30.4 x 15.2 cm (L x B x H) 33 x 23 x 11.5 cm Unfolded: 43x29x15 cm | Folded: 23x18x2.5 cm Weight 900 Grams 490 Grams 1400 grams 580 Grams 270 Grams No. of Compartments/Pockets 2 Main Compartments, 2 Internal Pockets, 6 External Pockets 1 Main Laptop Compartment, 3 External Pockets, 1 Secret Pocket Dedicated Laptop Compartment, 1 Main Tech Organizer Pocket, 5 External Quick Access Pockets 1 Main Compartment, 4 Internal Pockets, 2 External Pockets 1 Main Compartment, 3 External Pockets, 1 Internal Pocket Available Colors Light Grey, Dark Grey, Navy Blue Light Grey, Dark Grey, Navy Blue Light Grey, Dark Grey, Navy Blue Light Grey, Dark Grey, Navy Blue Black, Grey, Red, Navy Blue, Sky Blue","Fatmug Designs, Delhi"
114,https://www.amazon.in/dp/B0BC9LX3KW?pd_rd_i=B0BC9LX3KW&pf_rd_p=cbfd6809-5a3a-4d5d-a1b3-c5abcf5b2572&pf_rd_r=AY991NEAKJQMEMCWNBD4&pd_rd_wg=rvVhJ&pd_rd_w=slsXV&pd_rd_r=652c25e1-a7c3-4d0e-a98b-39bbeb50020c,Buy VISMIINTREND Fashion Vegan Leather Anti Theft Backpack Purse Bags for Women and Girls | Sling | Casual | Bagpack | College | Work Bag | Gifts for Her | Wife | Girlfriend | Valentine | WINE at Amazon.in,"1,310",4.3 out of 5,137 with reviews,"Care Instructions: Wipe with Damp Cloth Multifunctional : Back Zipper Closure, Anti-theft pocket, Water resistant backpack . 1 main zipper compartment with 1 interior zipper pocket and 1 interior slot pockets, 2 side pockets and 1 front zipper pockets. Multi-pockets could fit your A4 books, iPad, cell phone, umbrella, mini laptop and keep your daily items well organized. It also has an earphone hole for easy use. Perfect for casual travels, outing, shopping, tuition, college, work etc. Size: : 29 x (W) 11 x (H) 30 CM, 450 Grams. It's lightweight and comfortable for you to carry everywhere you want;Gift for Women; Valentine Gift for Girlfriend; Gift for Sister; Gift for Wife; College; Office Bag for Women; 3 way Carry : You can carry it as a single-shoulder bag or backpack or Tote Purse as there is a removable short shoulder strap; Convertible; Bagpack for Girls; Bagpack for Women; Made in India ; Color Olive Green; Opal Black; Tan Brown; Coffee Brown; Grey; Blue; Wine; Trendy bags for girls, Valentine Gift for Girlfriend; Gift for women; 13 Inch Laptop bag for women ; Stylish bagpack; Office Bags for Women;",ASIN : B0BC9LX3KW,"Why choose Vismiintrend Backpacks for Women? VISMIINTREND offers a wide array of luxury women backpacks made from vegan leather and nylon sized large and small at best prices with stylish looks. Can these backpack be used as Sling Purse? Yes, All our backpacks comes with a removable sling belt which makes all our backpacks be convertible into sling purse as and when you wish ! Are our products high quality? Absolutely we believe in maintaining high quality and trendiest designs with luxury feels making us the most preferred brands for Women Gifting ! Leather Backpacks for Women Visit the Store Fashion Backpacks for Girls Visit the Store",Manufacturer : Beena Internationals
115,https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_49_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-49-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1&smid=A385M0TPSNV7VS,"Buy URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black at Amazon.in",998,3.9 out of 5,248 with reviews,"Laptop Compatibility: Yes, Laptop size: 15.6 inches Outer Material: Polyester, Color: Black Water Resistance: Water resistant Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH) Warranty type: Manufacturer; 12 months warranty against manufacturing defects",ASIN : B01LXNNFDF,"Ergonomically Designed The Laptop Bag by Urban Tribe is a well structured and ergonomically designed. It is has spacious compartments as well as an anti-clutter mobile phone charging compartment. The bag is very handy and provides comfort to the user. Carry it in style. Extra Charging Compartment The bag has a separate mobile phone charging compartment to give you an anti-clutter experience while you charge your phone. Spacious Compartment The bag has a spacious main compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag. Withstand heavy weight The bag is made of Polyester, making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once.",Manufacturer : Backpack International Pvt Ltd
116,https://www.amazon.in/URBAN-TRIBE-Move-Backpack-Repellent/dp/B0BP1QM6W5/ref=sr_1_50_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-50-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1&smid=A385M0TPSNV7VS,"Buy URBAN TRIBE Move 15.6"" inch Laptop Backpack for Men and Women | Smart Casual Backpack | Water Repellent (Black) at Amazon.in",798,3.5 out of 5,5 with reviews,"Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience",ASIN : B0BP1QM6W5,missing,Manufacturer : Backpack International Pvt Ltd
117,https://www.amazon.in/Boldfit-Travel-Accessories-Purse-Mobile/dp/B0BJZQ3ZR9/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-51,"Boldfit Waist Bag for Men Travel Bag for Men Chest Bag for Men Travel Fanny Pack for Men Waist Bag for Women Side Bag for Men Travel Accessories / Pouch / Hand Purse. Mobile Bag / Money Bag - Black : Amazon.in: Bags, Wallets and Luggage",399,4.9 out of 5,259 with reviews,"CHEST BAG FOR MEN: Best Gifts for Women Men, Enjoy Various Activities and Festival Hands-Free. The Fanny Pack for women is perfect for most people carry the most needed items, include phone, passport, keys, ID and other small items. LARGE CAPACITY & CONVENIENT: Our travel fanny packs is well constructed with 3 separate pockets, ideal to organize your essentials separately. MUTI-FUNCTIONAL: Our waist pouch for men is lightweight comfortable waist bag perfect for shopping, travelling, festivals, at theme parks, Great for jogging, dog walking, cycling, hiking and other outdoor activities. DURABLE MATERIAL: Waist bag for men made of best fabric, the fanny pack for men is sturdy and long-lasting usage. Our chest bag for women have smooth zippers ensure users to have quick access to the items. ADJUSTABLE STRAP: Adjustable nylon strap fits for all waist size, making the bum bag ideal for men, women and teenagers. can be carried like a pouch bag for men, crossbody bag, shoulder bag or a small sling chest bag.",ASIN : B0BJZQ3ZR9,,Manufacturer : Boldfit
118,https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-52,Bagneeds Men's Brown Synthetic Leather Best Laptop Messenger Bag Satchel for Men : Amazon.in: Computers & Accessories,664,4.1 out of 5,347 with reviews,"Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs. Removable, adjustable padded shoulder strap HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining. PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea",ASIN : B0855F8174,"Classy Vintage Look Made from rich quality Synthetic leather with durable polyester lining, it comes with a removable & adjustable shoulder strap. The bag has a classy distressed Vintage inspired look which never goes out of style. Multi - Functional The laptop padding fits 15.6 inch laptop while the compartments and front and interior pockets helps organize for all your needs making it suitable for a short business trip or a quick weekend getaway. Perfect Gift With a multipurpose use and a classy look, this bag is a great gift idea for Fathers Day ,Mother’s Day,Birthdays , Valentines Day , Festivals, Graduation, or any occasion which calls for a gift .",Manufacturer : Bagneeds
119,https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-53,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant) : Amazon.in: Bags, Wallets and Luggage",254,4.1 out of 5,725 with reviews,"Made of multi-coated 600D polyester Material ; Water Repellent Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters Small Size backpack; Laptop Compatibility: No This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books 6 months limited warranty",B088XG77KN,"It's an edgy mix of fashionable details and practical usability. This backpack is made to accompany you on any adventure With a capacity of 12 litres, this backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more. The multi coated, water-repellent 600D polyester fabric design keeps your belongings safe whether you're on a short excursion or bustling through a commute. The Mi Step Out Backpack is available in 4 trendy colors. The array of vibrant colors allow you to make your pick and stand out wherever you go. Fully equipped with a water repellent exterior, contra zippers, reflective pullers and adjustable shoulder straps, this backpack is ideal companion for a hands-free day Weighing just 200g, this backpack is easy to carry whether you're toting it through the airport, hitting the gym, exploring a new city or using it as a carrier for your books.","Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka"
120,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-54,"Buy Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College at Amazon.in",614,4.4 out of 5,83 with reviews,"""Outer Material : Nylon Twill Colour : Sky blue The backpack is LIGHT WEIGHT yet strong enough to hold your supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack."" Dimensions (in cms): 34x14.5x40.5 Capacity: 20 Litres Weight: 400 grams Fully Lined for extra strength WATER RESISTANT : YES Warranty: 12 months manufacturer warranty NUMBER OF COMPARTMENTS : 1 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. ONE SIDE POCKET : The backpack provides 1 exterior full fabric side pocket for holding water bottle,clipping pens or pencil or storing other items. LAPTOP COMPARTMENT to accommodate laptop upto 15.6 inches 1 FRONT POCKET :It comes handy in keeping boarding pass tickets, mobile phone, earphone, cards,cash etc.",ASIN : B08YF1XJXY,,Manufacturer : Safari
121,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-55,Buy Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black at Amazon.in,999,4.4 out of 5,267 with reviews,"Outer material: synthetic, color: black; Waterproof Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH) Number of compartments: 2 Laptop compatibility: yes, laptop size: 16strap type: adjustable Special Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility Pocket; Closure Type: Zipper Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",ASIN : B07G44G1DC,,Manufacturer : Gear Merchandise PVT LTD
122,https://www.amazon.in/Alifiya-Polyester-MacBook-Charger-Grey_L26/dp/B09GP79C4C/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-56,Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26) - Buy Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26) Online at Low Price in India - Amazon.in,384,4.2 out of 5,12 with reviews,"Material: Polyester Fabric PVC Coated (outer), Shock Resistance EPE Layer (middle), Lining Layer (inner); Laptop Sleeve Dimensions: 16 x 1.2 x 11 inch (L × W × H); Charger Pouch Dimension: 8 x 2.1 x 4.3 inch (L × W × H); Sleeve Weight: 175 grams; Pouch Weight: 80 grams Compatible: 16 inch Macbook and any other Laptops Warranty: Manufacturer- 1-year domestic warranty Water Resistance: Yes; Dustproof: Yes; Shock Resistance: Yes Special feature: Number of the compartment - 1; Slim desgin; Easy to carry itself or Glid into your other backpack; Charger Pouch - carry charger and other small acessories with ease",B09GP79C4C,Alifiya Laptop Sleeve (L26) Alifiya Laptop Sleeve 16 Inch  Dimensions: 16 × 1.2 × 11 inch (L × W × H) Compatible: 15.6 inch any laptops / MacBook / Chromebook / Ultrabook / Asus / Hp / Dell / Lenovo / Huawei / Toshiba Weight: 175 grams Check Your Device Dimensions Against Sleeve Dimensions Secure Your Device The Alifiya laptop sleeve is made of high-quality fabric to provide excellent protection from dust and other various elements. A thick 8mm EPE shock-resistant layer will protect your device from accidental shock. An inner soft lining layer protects your device from internal scratches. Premium Zip The zipper of the laptop sleeve is tested multiple times to provide easy and smooth opening and closing. Elegant Curve premium craftsmanship gives a perfect finish to the laptop sleeve bag Water-Resistant Polyester Fabric with water-resistant coating protects your device your liquid splash. Simplicity and lightweight make it more comfortable to carry handy which gives sophisticated look in all business environment. 16 Inch Laptop Sleeve (L20) 16 Inch Laptop Sleeve (L22) 16 Inch Laptop Sleeve (L25) 16 Inch Laptop Sleeve (L24) 15.6 Inch laptop Sleeve (L23) Brand Alifiya Alifiya Alifiya Alifiya Alifiya Size 16 Inch 16 Inch 16 Inch 16 Inch 15.6 Inch Colour Grey Grey Grey Grey Grey,L26P
123,https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-57,Buy Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece (Black) at Amazon.in,320,3.8 out of 5,159 with reviews,"Size: 13’’(33CM) X 13’’(33CM)| Quantity:- 1 Piece | Material: Cotton Canvas | Color: Black; Many ways to carry: This canvas can be a shoulder bag, a crossbody bag or a tote bag. Easy to match your garments. Material: this shoulder bag is made of soft canvas, very light and durable for daily use. Size Details: 13""Inches x 3"" Inches x 13"" Inches, handle drop: 15""Inches (Fully Adjustable). You can refer to the size in the image as well. The length of strap is fully adjustable. Big Capacity - Zip Closure. There is a big room inside the bag, with 2 open small pocket for small things, this bag has a high utility rate of space. Holds daily necessities like phone, wallet, Ipad, books, etc. Simple, casual and light, it's perfect for daily use like work, travel, shopping. Gift wishes.; Department Name: Womens Age Range Description: Adult; Outer Material Type: Rattan",missing,"Cotton Tote Bag This shoulder bag is crafted with soft canvas which is lightweight & durable for daily use. It will perfectly sit on your shoulder and helps you to carry all kinds of stuff easily. Thoughtfully Designed With top zipper closure, there is a big room inside the bag with 2 open small pocket to carry small things. It has a high utility rate of space to hold daily necessities like phone, wallet, Ipad, and books. Multi-Purpose Tote Bags This canvas bag can be styled as a shoulder bag, a cross body bag or a tote bag that will easily match your garments. It is simple, casual & perfect for daily use like work, travel, & shopping. Quality material Our products are designed with quality material that ensures comfort and a long life span. Reusable products A range of reusable and multi-purpose products to cater to your household and personal needs. Ensured durability Durability comes hand in hand with quality. Lify products ensures long-lasting usage and sturdiness.",missing
124,https://www.amazon.in/EcoRight-Womens-Reusable-Ecofriendly-0202F01/dp/B06XRQRDCY/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-58,"Buy Eco Right Large Tote Bag for Women with Zip, Stylish Cotton Handbags, Canvas Tote Bags for College at Amazon.in",519,4.1 out of 5,844 with reviews,"Care Instructions: Machine Wash SPACIOUS & STURDY: Measuring 17 inch x 14.5 inch in medium size with a 4 inch bottom gusset, these canvas tote bags for women stylish are light weight with an inner pocket to store your essentials. CANVAS TOTE BAG WITH ZIP: These big ladies handbags for women come with zip closure & have a zippered pocket inside. It has ample capacity to fit your groceries, books & carry travelling essentials. AESTHETIC HANDBAG : These shoulder bags for women with latest original graphic design give major boho Y2k fashion vibes & are just the right utility totebag for carrying laptop to work or school, Also makes a cute gifts for women & girls. REUSABLE & EASY TO WASH: These cute printed cotton tote bags for women are machine washable & have multiple use, they can easily be used as beach bag, shopping bag with zip, side bag for college, gym, travel, office purse. ECO FRIENDLY & ETHICAL: All our simple totes are vegan and made in ethically certified facilities (SEDEX 4-pillar) that run on solar power. All our cloth hand bags are packaged in recycled packaging. Quick delivery & easy return.",ASIN : B06XRQRDCY,"YOUNG, FUN, SUSTAINABLE! At EcoRight, we create feel-good products that are great for you and the planet. We are making sustainable fashion mainstream by focusing on great aesthetic, superior functionality and end-to-end sustainability! Ethically manufactured in plastic-free, solar-powered facilities. Our product line includes lifestyle products like Bagutte bags, Sling bags and your everyday essentials like RPET snack pouches, Grocery bags, Totes and more! What makes us special? Fast fashion is the second-largest polluter on our planet. We recognize that every step we take is an opportunity to fix that. And we realize that it can only happen if we have you on our side. So we create products that are stylish and don’t make a mess of our planet! We’re the future of fashion and we’re 100% sustainable! How are we sustainable? By being in tune with our home planet! Every decision we make keeps you and our planet in mind. Our materials are sustainable - organic cotton, Recycled PET bottles and Juton (Jute + Cotton). Our packaging is 100% recycled plastic and our supply chain is powered by renewable energy.",Manufacturer : EcoRight
125,https://www.amazon.in/Red-Lemon-Titanium-Multifunctional-Waterproof/dp/B09ZYQH7C5/ref=sr_1_59_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-59-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,Buy Red Lemon BANGE Titanium Multifunctional Hard Shell Waterproof Business Travel Laptop Backpack for Men and Women (Black) at Amazon.in,"4,599",4.5 out of 5,3 with reviews,"? PREMIUM MATERIAL: This multifunctional backpack is made of high quality water resistant and scratchproof material. Hard shell geometric design in front. Premium quality, durable, smooth pullers and sealed zippers. ?ORGANIZED STORAGE: Well arranged spaced compartment with separate sleeves to carry a Laptop, Tablet, iPad. Spacious enough to store documents and office accesories, Clothings and short business trip necessities, mobile, passport, headphones,etc. ? ANTI- THEFT DESIGN & TSA LOCK: A built-in TSA lock gives the backpack an added level of security. The lock can be opened by TSA as needed during the screening process thus helps deter thefts during travel. ? COMFORT: Adjustable soft cushioned shoulder straps for better handling. Hidden cards slot on the straps for easy access. Sturdy elegant handle to feel comfortable and carry at ease.; ? SIZE : Weight of the bag is 1.2 Kg ; Dimensions: 30 cms x 8 cms x 47 cms (LxWxH). Material Type: Polyester; Special Features: Locking; Style Name: Modern; Age Range Description: Adult; Lining Description: Polyester",ASIN : B09ZYQH7C5,"Red Lemon Premium Quality , Affordable Rates RED LEMON, a premium travel accessories brand, focusing on quality products that inspire people to explore and pursue fashion, high efficiency and unique lifestyle. Travel Backpack Duffle Bag · Multi-functional Storage 3 in 1 Duffle Bag · High Capacity with Separate Shoe Compartment · Premium Material Laptop Backpack Visit the Store",Manufacturer : Encon Impex Pvt Ltd
126,https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_60_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-60-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,Buy Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack (Charcoal Black) at Amazon.in,"1,899",4.4 out of 5,150 with reviews,"PREMIUM MATERIAL: This multifunctional bag is made of quality Water Repellent polyester material in black color to protect your goods from water. For the inner lining, soft feel premium polyester is used. The hardware such as strengthened hooks, zippers and buckles used are wear resistant, smooth, and durable. LARGE CAPACITY : Comes with 2 compartments with one separate cushioned laptop sleeve to hold 15. 6 inch Laptop. Additional front zipper pockets with an organiser to store magazine, pens, key,music, cosmetic, pen, charger, powerbank, cable etc. Side pockets for water bottles,umbrella. Back hidden anti theft pocket can hold your wallet,phone,etc TROLLEY STRAP & CONVENIENCE : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support. Breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on. ONE YEAR WARRANTY: 1-year warranty on this bag against any manufacturing defects. Just keep your documents safe. Contact Red Lemon for any issues regarding the product and a resolution will be provided.; Lining texture: polyester Pattern Name: Solid; Special Features: Laptop Compartment; Age Range Description: Adult",missing,"Red Lemon Premium Quality , Affordable Rates RED LEMON, a premium travel accessories brand, focusing on quality products that inspire people to explore and pursue fashion, high efficiency and unique lifestyle. Travel Backpack Duffle Bag · Multi-functional Storage 3 in 1 Duffle Bag · High Capacity with Separate Shoe Compartment · Premium Material Laptop Backpack Visit the Store",missing
127,https://www.amazon.in/HP-Lightweight-300-Grey-Backpack/dp/B08CY44PVD/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675352761&sprefix=ba%2Caps%252&sr=8-61,HP Lightweight 300 Grey Laptops Backpack with Crafted Cable Pass Through and Padded Shoulder Straps - Buy HP Lightweight 300 Grey Laptops Backpack with Crafted Cable Pass Through and Padded Shoulder Straps Online at Low Price in India - Amazon.in,"1,002",4.1 out of 5,13 with reviews,"Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets. Padded shoulder straps enable comfort even when the bag is at max load, plus a mesh padded back panel to support and keep you cool and comfortable even on extended use. Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack. Recharge your notebook and devices while you work or while they're connected to the bank inside your bag; or use the bank as a backup battery. Rest easy with one-year limited warranty from the manufacturer.",B08CY44PVD,missing,"Korrun India Pvt. Ltd., Korrun India Pvt. Ltd."
